Date;Club Type;Club Description;Altitude;Club Speed;Ball Speed;Carry Distance;Total Distance;Roll Distance;Smash;Vertical Launch;Peak Height;Descent Angle;Horizontal Launch;Carry Lateral Distance;Total Lateral Distance;Carry Curve Distance;Total Curve Distance;Attack Angle;Dynamic Loft;Spin Loft;Spin Rate;Spin Axis;Spin Reading;Low Point;Club Path;Face Path;Face Target;Swing Plane Tilt;Swing Plane Rotation;Shot Classification
;;;[m];[mph];[mph];[m];[m];[m];;[deg];[m];[deg];[deg];[m];[m];[m];[m];[deg];[deg];[deg];[rpm];[deg];;[cm];[deg];[deg];[deg];[deg];[deg];
2023-10-13 12:17:10;3 Wood;;0.00;84.69;136.83;180.82;208.19;27.36;1.62;8.08;11.83;21.06;-0.85;-17.27;-23.21;-14.60;-20.14;;;;2958;-29.80;Actual;;8.49;-10.82;-2.33;;;Hook
2023-10-13 12:17:31;3 Wood;;0.00;88.05;134.69;154.70;187.92;33.23;1.53;5.00;6.15;13.40;-3.02;-13.96;-18.91;-5.81;-9.02;-2.21;7.41;9.61;2928;-16.73;Actual;;1.55;-5.47;-3.92;;;Pull Hook
2023-10-13 12:17:49;3 Wood;;0.00;95.88;133.50;89.93;133.68;43.75;1.39;1.28;0.82;3.01;-3.94;-7.41;-11.99;-1.23;-2.81;0.76;1.45;0.69;2809;-11.62;Actual;;-0.10;-4.68;-4.78;;;Pull Draw
2023-10-13 12:18:08;3 Wood;;0.00;84.74;129.23;135.16;169.66;34.49;1.53;6.33;5.51;12.21;-4.87;-18.30;-25.69;-6.86;-11.35;-9.91;11.74;21.65;2224;-29.99;Actual;;7.48;-14.55;-7.07;;;Pull Hook
2023-10-13 12:18:26;3 Wood;;0.00;102.74;111.65;138.24;164.60;26.36;1.09;11.70;10.48;21.68;11.15;35.23;44.39;8.72;12.91;-0.83;15.88;16.71;2670;28.51;Actual;;-9.16;24.13;14.96;;;Push Slice
2023-10-13 12:19:01;3 Wood;;0.00;84.76;121.35;131.95;162.77;30.82;1.43;7.11;6.09;13.83;-2.94;-12.29;-17.15;-5.53;-8.82;-3.93;10.79;14.72;2565;-22.29;Actual;;3.82;-7.98;-4.16;;;Pull Hook
2023-10-13 12:19:20;3 Wood;;0.00;88.38;120.35;18.57;108.82;90.24;1.36;0.50;0.03;0.16;0.31;0.09;0.39;-0.01;-0.20;-2.66;1.55;4.21;3399;-3.44;Actual;;1.34;-1.16;0.17;;;Straight
2023-10-13 12:19:37;3 Wood;;0.00;91.85;111.65;138.00;155.86;17.87;1.22;9.61;11.95;27.41;5.11;14.46;16.77;2.19;2.91;-4.55;14.33;18.88;4960;4.58;Actual;;2.72;3.08;5.80;;;Push
2023-10-13 12:19:54;3 Wood;;0.00;82.81;115.60;19.83;78.72;58.89;1.40;0.88;0.07;0.64;0.64;0.24;1.08;0.02;0.20;-2.21;1.92;4.13;1968;4.72;Actual;;-0.79;1.69;0.90;;;Straight
2023-10-13 12:20:15;3 Wood;;0.00;85.65;109.90;127.26;154.66;27.40;1.28;8.93;7.46;17.54;1.28;-0.67;-1.99;-3.52;-5.45;-6.03;13.92;19.95;3137;-12.48;Actual;;7.07;-6.58;0.49;;;Draw
2023-10-13 12:20:28;3 Wood;;0.00;86.41;101.36;73.01;106.58;33.58;1.17;4.01;1.62;6.21;5.41;6.28;8.71;-0.61;-1.35;-5.79;7.28;13.07;3412;-6.39;Actual;;8.63;-3.36;5.27;;;Push Draw
2023-10-13 12:20:41;3 Wood;;0.00;88.00;109.52;141.85;162.88;21.03;1.24;11.63;12.22;25.42;2.22;3.80;3.98;-1.69;-2.32;-5.29;17.27;22.55;3685;-4.09;Actual;;4.41;-2.38;2.03;;;Push
2023-10-13 12:20:53;3 Wood;;0.00;86.23;143.45;171.33;204.48;33.14;1.66;4.94;7.19;14.43;-0.90;-14.82;-21.30;-12.13;-18.10;-9.99;9.92;19.91;2850;-29.99;Actual;;10.12;-12.76;-2.64;;;Hook
2023-10-13 12:21:04;3 Wood;;0.00;90.91;102.63;104.71;129.53;24.82;1.13;6.78;4.74;13.88;11.36;21.99;27.70;1.39;2.23;-3.49;10.20;13.69;3861;6.13;Actual;;8.04;4.56;12.60;;;Push Fade
2023-10-13 12:21:38;3 Wood;;0.00;79.30;117.17;148.93;172.98;24.05;1.48;9.18;10.30;21.52;-0.48;-2.42;-3.09;-1.18;-1.66;-1.64;12.79;14.43;3480;-2.88;Actual;;0.51;-1.16;-0.66;;;Straight
2023-10-13 12:21:53;3 Wood;;0.00;75.97;116.28;139.96;167.31;27.35;1.53;7.69;8.04;18.32;3.63;11.40;14.40;2.55;3.83;-2.28;11.01;13.28;3580;7.03;Actual;;1.35;2.86;4.21;;;Push Fade
2023-10-13 12:22:06;3 Wood;;0.00;80.69;115.20;127.36;156.23;28.87;1.43;7.99;6.50;15.14;-1.81;-10.50;-15.14;-6.48;-10.22;-6.23;12.73;18.96;2772;-25.83;Actual;;7.11;-10.40;-3.29;;;Hook
